Grade,Selection_Date,Match_Date,Sport,League,Home_Team,Away_Team,Market,Selection,Pinnacle,Pinn_Limit,game_id
A,2002-10-25,2/15/25,Paraguay,Primera Division,Nacional Asuncion,Guarani,1x2,Guarani,180,,
A,2002-10-25,2/15/25,Paraguay,Primera Division,Nacional Asuncion,Guarani,DNB,Guarani,-106,,
A,2002-10-25,2/15/25,Paraguay,Primera Division,Nacional Asuncion,Guarani,1H 1x2,Guarani,255,,
A,2002-10-25,2/15/25,Paraguay,Primera Division,Nacional Asuncion,Guarani,1H DNB,Guarani,-109,,
A,2002-11-25,2/15/25,Paraguay,Primera Division,Libertad Asuncion,Ameliano,1x2,Libertad Asuncion,-117,,
A,2002-11-25,2/15/25,Paraguay,Primera Division,Libertad Asuncion,Ameliano,DNB,Libertad Asuncion,-301,,
A,2002-11-25,2/15/25,Paraguay,Primera Division,Libertad Asuncion,Ameliano,1H 1x2,Libertad Asuncion,158,,
Delta-35,2002-11-25,2/16/25,Soccer,Ecuador - Liga Pro,Emelec,U Catolica de Ecuador,Moneyline,U Catolica de Ecuador,184,,
Delta-35,2002-11-25,2/16/25,Soccer,Ecuador - Liga Pro,Emelec,U Catolica de Ecuador,Asian,U Catolica de Ecuador -0.25,144,,
Delta-35,2002-11-25,2/16/25,Soccer,Ecuador - Liga Pro,Emelec,U Catolica de Ecuador,Draw No Bet,U Catolica de Ecuador,102,,
Delta-35,2002-11-25,2/16/25,Soccer,Ecuador - Liga Pro,Emelec,U Catolica de Ecuador,Asian,U Catolica de Ecuador +0.25,-145,,
Delta-35,2002-11-25,2/16/25,Soccer,Ecuador - Liga Pro,Emelec,U Catolica de Ecuador,Double Chance,U Catolica de Ecuador,-196,,
Delta-35,2002-11-25,2/16/25,Soccer,Ecuador - Liga Pro,Emelec,U Catolica de Ecuador,Asian,U Catolica de Ecuador +0.75,-278,,
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Goal Spread,Club Atlético Nacional SA -1.5,,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA -1.5,,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA -1.25,,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Goal Spread,Club Atlético Nacional SA -1,379,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA -1,,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA -0.75,226,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Moneyline,Club Atlético Nacional SA,162,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Goal Spread,Club Atlético Nacional SA -0.5,161,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA -0.5,,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA -0.25,120,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Goal Spread,Club Atlético Nacional SA +0,-128,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA +0,,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Draw No Bet,Club Atlético Nacional SA,-132,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA +0.25,-191,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Goal Spread,Club Atlético Nacional SA +0.5,-257,$400 ,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA +0.5,,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Double Chance,Club Atlético Nacional SA or Draw,-262,,202502134C8B7AEB
Delta-35,2002-11-25,2002-12-25,Soccer,Colombia - Primera A,Independiente Santa Fe SA,Club Atlético Nacional SA,Asian Handicap,Club Atlético Nacional SA +0.75,-390,$400 ,202502134C8B7AEB
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Moneyline,CD Guadalajara,-2192,$100 ,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Goal Spread,CD Guadalajara -0.5,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -0.5,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -0.75,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Goal Spread,CD Guadalajara -1,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -1,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -1.25,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -1.5,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Goal Spread,CD Guadalajara -1.5,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -1.75,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -2,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Goal Spread,CD Guadalajara -2,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -2.25,-227,$100 ,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -2.5,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Goal Spread,CD Guadalajara -2.5,-168,$100 ,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -2.75,-134,$100 ,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -3,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Goal Spread,CD Guadalajara -3,-101,$100 ,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -3.25,123,$100 ,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Asian Handicap,CD Guadalajara -3.5,,,20250213CF457929
Delta-3,2002-11-25,2002-12-25,Soccer,CONCACAF - Champions Cup,CD Guadalajara,Cibao FC,Goal Spread,CD Guadalajara -3.5,146,$100 ,20250213CF457929
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Double Chance,Envigado FC Or Draw,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Goal Spread,Envigado FC +0.5,133,$300 ,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Asian Handicap,Envigado FC +0.5,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Draw No Bet,Envigado FC,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Goal Spread,Envigado FC +0,362,$300 ,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Asian Handicap,Envigado FC +0,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Goal Spread,Envigado FC +1,-142,$300 ,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Asian Handicap,Envigado FC +1.25,-196,$300 ,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Goal Spread,Envigado FC +1.5,-254,$300 ,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Asian Handicap,Envigado FC +1.5,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,1st Half Goal Spread,Envigado FC +0.5,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,1st Half Asian Handicap,Envigado FC +0.5,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,1st Half Goal Spread,Envigado FC +0,,,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,1st Half Asian Handicap,Envigado FC +0.25,108,$100 ,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,CD La Equidad Seguros SA,Envigado FC,Asian Handicap,Envigado FC +0.25,196,$300 ,20250213DD6919A9
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Moneyline,Club Deportes Tolima SA,144,$300 ,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Goal Spread,Club Deportes Tolima SA -0.5,144,$300 ,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Asian Handicap,Club Deportes Tolima SA -0.5,,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Draw No Bet,Club Deportes Tolima SA,-156,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Goal Spread,Club Deportes Tolima SA +0,-153,$300 ,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Asian Handicap,Club Deportes Tolima SA +0,,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Double Chance,Club Deportes Tolima SA or Draw,-305,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Goal Spread,Club Deportes Tolima SA +0.5,-303,$300 ,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,Asian Handicap,Club Deportes Tolima SA +0.5,,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,1st Half Moneyline,Club Deportes Tolima SA,,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,1st Half Goal Spread,Club Deportes Tolima SA -0.5,,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,1st Half Asian Handicap,Club Deportes Tolima SA -0.5,,,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,1st Half Goal Spread,Club Deportes Tolima SA +0,-155,$100 ,202502147D8733E4
A,2002-11-25,2/13/25,Soccer,Colombia - Primera A,Deportivo Pereira FC,Club Deportes Tolima SA,1st Half Asian Handicap,Club Deportes Tolima SA +0,,,202502147D8733E4
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Moneyline,LKS Bruk-Bet Termalica Nieciecza,-155,$300 ,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Goal Spread,LKS Bruk-Bet Termalica Nieciecza -0.5,-155,$300 ,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Asian Handicap,LKS Bruk-Bet Termalica Nieciecza -0.5,,,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Draw No Bet,LKS Bruk-Bet Termalica Nieciecza,-422,,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Goal Spread,LKS Bruk-Bet Termalica Nieciecza +0,-418,$300 ,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Asian Handicap,LKS Bruk-Bet Termalica Nieciecza +0,,,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Goal Spread,LKS Bruk-Bet Termalica Nieciecza -1,123,$300 ,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Asian Handicap,LKS Bruk-Bet Termalica Nieciecza -1,,,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Goal Spread,LKS Bruk-Bet Termalica Nieciecza -1.5,199,$300 ,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,Asian Handicap,LKS Bruk-Bet Termalica Nieciecza -1.5,,,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,1st Half Moneyline,LKS Bruk-Bet Termalica Nieciecza,124,$100 ,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,1st Half Goal Spread,LKS Bruk-Bet Termalica Nieciecza -0.5,123,$100 ,20250214A18EB74E
A,2002-11-25,2/14/25,Soccer,Poland - I Liga,OKS Odra Opole,LKS Bruk-Bet Termalica Nieciecza,1st Half Asian Handicap,LKS Bruk-Bet Termalica Nieciecza -0.5,,,20250214A18EB74E
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,Moneyline,CSD Defensa y Justicia,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,Goal Spread,CSD Defensa y Justicia -0.5,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,Asian Handicap,CSD Defensa y Justicia -0.5,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,Draw No Bet,CSD Defensa y Justicia,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,Goal Spread,CSD Defensa y Justicia +0,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,Asian Handicap,CSD Defensa y Justicia +0,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,1st Half Moneyline,CSD Defensa y Justicia,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,1st Half Goal Spread,CSD Defensa y Justicia -0.5,,,2.02502E+41
Rago,2002-11-25,2/15/25,Soccer,Argentina - Primera Division,CSD Defensa y Justicia,CA Barracas Central,1st Half Asian Handicap,CSD Defensa y Justicia -0.5,,,2.02502E+41
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Team Total,ZKS Stal Stalowa Wola Over 1.5,172,$100 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Team Total,MKP Kotwica Kołobrzeg Under 1.5,-198,$100 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,1st Half Team Total,ZKS Stal Stalowa Wola Over 0.5,125,$100 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,1st Half Team Total,MKP Kotwica Kołobrzeg Under 0.5,-139,$100 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Double Chance,ZKS Stal Stalowa Wola or Draw,,,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Goal Spread,ZKS Stal Stalowa Wola +0.5,-186,$200 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Asian Handicap,ZKS Stal Stalowa Wola +0.5,,,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Draw No Bet,ZKS Stal Stalowa Wola,,,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Goal Spread,ZKS Stal Stalowa Wola +0,-101,$200 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Asian Handicap,ZKS Stal Stalowa Wola +0,,,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Moneyline,ZKS Stal Stalowa Wola,167,$200 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Goal Spread,ZKS Stal Stalowa Wola -0.5,167,$200 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,Asian Handicap,ZKS Stal Stalowa Wola -0.5,,,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,1st Half Moneyline,ZKS Stal Stalowa Wola,249,$100 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,1st Half Goal Spread,ZKS Stal Stalowa Wola -0.5,246,$100 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,1st Half Asian Handicap,ZKS Stal Stalowa Wola -0.5,,,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,1st Half Goal Spread,ZKS Stal Stalowa Wola +0,105,$100 ,2025021552D001BC
A,2002-10-25,2/15/25,Soccer,Poland - I Liga,MKP Kotwica Kołobrzeg,ZKS Stal Stalowa Wola,1st Half Asian Handicap,ZKS Stal Stalowa Wola +0,,,2025021552D001BC
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Goal Spread,Coleraine FC -1.5,,,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC -1.5,,,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC -1.25,309,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Goal Spread,Coleraine FC -1,264,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC -1,,,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC -0.75,173,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Moneyline,Coleraine FC,128,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Goal Spread,Coleraine FC -0.5,128,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC -0.5,,,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC -0.25,103,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Draw No Bet,Coleraine FC,,,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Goal Spread,Coleraine FC +0,-132,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC +0,,,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC +0.25,-172,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Double Chance,Coleraine FC or Draw,,,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Goal Spread,Coleraine FC +0.5,-216,$300 ,2025021575CAA46F
Delta-1,2002-10-25,2/14/25,Soccer,Northern Ireland - Premiership,Coleraine FC,Glentoran FC,Asian Handicap,Coleraine FC +0.5,,,2025021575CAA46F
